fid;Kanton;ID_Nr;Latte;Latte-ID;x;y;Dat_Kontrolle;NameMitarbeiter;SampleID;RESULTAT;Male;mtDNAcod;IndividuenID;BioGeoRegions;AltitudeMedian;SettlementProportion;ForestProportion;TypoCH_NUM;TypoCH;OBJEKTART;Distance;Bemerkung
1;AG;635262;A;635262A;635320;262847;22.02.2019;Weber;WKMIII212_2_62;Wc;WY;Wmt;Wc53;Jura;510;0.05;0.29;62;Buchenwälder;Wald;254.8071066;
2;AG;635262;A;635262A;635320;262847;03.04.2019;Weber;WKMIII385_4_52;Wc;WY;Wmt;Wc53;Jura;510;0.05;0.29;62;Buchenwälder;Wald;254.8071066;
3;AG;635262;B;635262B;635849;262509;03.04.2019;Weber;WKMIII386_4_54;Dc;F_orUnknown;Dmt;Dc13;Jura;510;0.05;0.29;62;Buchenwälder;Wald;103.5139362;
4;AG;635262;C;635262C;635714;262751;06.02.2019;Weber;WKMIII134_2_1;Dc;F_orUnknown;Dmt;DcSec37;Jura;510;0.05;0.29;623;Waldmeister-Buchenwald;Wald;74.99964495;
5;AG;635262;C;635262C;635714;262751;22.02.2019;Weber;WKMIII214_2_66;Dc;DY;Dmt;;Jura;510;0.05;0.29;623;Waldmeister-Buchenwald;Wald;74.99964495;
6;AG;635262;C;635262C;635714;262751;20.03.2019;Weber;WKMIII340_6_41;Dc;DY;Dmt;Dc61;Jura;510;0.05;0.29;623;Waldmeister-Buchenwald;Wald;74.99964495;
7;AG;635262;C;635262C;635714;262751;03.04.2019;Weber;WKMIII387_4_59;Dc;DY;Dmt;Dc61;Jura;510;0.05;0.29;623;Waldmeister-Buchenwald;Wald;74.99964495;
8;AG;642251;C;642251C;642797;251837;16.02.2019;Begert;WKMIII168_2_20;Wc;WY;Wmt;Wc54;Jura;531;0.17;0.45;62;Buchenwälder;Wald;59.24857299;
9;AG;642251;C;642251C;642797;251837;16.03.2019;Begert;WKMIII313_3_69;Wc;F_orUnknown;Wmt;Wc18;Jura;531;0.17;0.45;62;Buchenwälder;Wald;59.24857299;
10;AG;642251;C;642251C;642797;251837;16.03.2019;Begert;WKMIII313_3_72;Dc;DY;Dmt;Dc63;Jura;531;0.17;0.45;62;Buchenwälder;Wald;59.24857299;
11;AG;642251;C;642251C;642797;251837;30.03.2019;Begert;WKMIII371_6_59;Dc;DY;Dmt;Dc63;Jura;531;0.17;0.45;62;Buchenwälder;Wald;59.24857299;
12;AG;644250;A;644250A;644194;250690;16.02.2019;Begert;WKMIII166_2_19;Dc;DY;Dmt;Dc65;Jura;483;0.01;0.88;622;Hainsimsen-Buchenwald;Wald;198.8500644;
13;AG;644250;A;644250A;644194;250690;02.03.2019;Begert;WKMIII263_3_30;Dc;DY;Dmt;Dc65;Jura;483;0.01;0.88;622;Hainsimsen-Buchenwald;Wald;198.8500644;
14;AG;644250;A;644250A;644194;250690;16.03.2019;Begert;WKMIII314_3_74;Dc;F_orUnknown;Dmt;Dc16;Jura;483;0.01;0.88;622;Hainsimsen-Buchenwald;Wald;198.8500644;
15;AG;644250;A;644250A;644194;250690;30.03.2019;Begert;WKMIII372_4_41;Dc;DY;Dmt;DcSec20;Jura;483;0.01;0.88;622;Hainsimsen-Buchenwald;Wald;198.8500644;
16;AG;644250;C;644250C;644564;250458;02.03.2019;Begert;WKMIII265_8_51;Dc;DY;Dmt;Dc66;Jura;483;0.01;0.88;62;Buchenwälder;Wald;275.3957433;
17;AG;644250;C;644250C;644564;250458;16.03.2019;Begert;WKMIII315_8_78;Dc;DY;Dmt;Dc66;Jura;483;0.01;0.88;62;Buchenwälder;Wald;275.3957433;
18;AG;644250;C;644250C;644564;250458;30.03.2019;Begert;WKMIII374_4_42;Dc;F_orUnknown;Dmt;DcSec38;Jura;483;0.01;0.88;62;Buchenwälder;Wald;275.3957433;
19;AG;644258;A;644258A;644396;258512;20.03.2019;Weber;WKMIII341_4_25;Dc;DY;Dmt;Dc67;Jura;518;0.06;0.33;62;Buchenwälder;Wald;65.66615207;
20;AG;647238;A;647238A;647146;238539;05.02.2019;Weber;WKMIII131_1_54;Dc;DY;Dmt;DcSec21;Plateau;532;0.04;0.32;624;Zahnwurz-Buchenwald;Wald;43.87299827;
21;AG;647238;C;647238C;647931;238931;16.04.2019;Weber;WKMIII415_9_30;Dc;DY;Dmt;Dc68;Plateau;532;0.04;0.32;62;Buchenwälder;Wald;78.43932483;
22;AG;650234;A;650234A;650179;234285;05.02.2019;Weber;WKMIII132_8_5;Dc;DY;Dmt;DcSec22;Plateau;663;0.17;0.26;624;Zahnwurz-Buchenwald;Wald;31.03980448;
23;AG;650234;A;650234A;650179;234285;19.02.2019;Weber;WKMIII204_2_56;Dc;DY;Dmt;Dc69;Plateau;663;0.17;0.26;624;Zahnwurz-Buchenwald;Wald;31.03980448;
24;AG;650234;A;650234A;650179;234285;19.03.2019;Weber;WKMIII336_6_40;Dc;DY;Dmt;Dc69;Plateau;663;0.17;0.26;624;Zahnwurz-Buchenwald;Wald;31.03980448;
25;AG;650234;A;650234A;650179;234285;02.04.2019;Weber;WKMIII382_4_45;Dc;DY;Dmt;Dc70;Plateau;663;0.17;0.26;624;Zahnwurz-Buchenwald;Wald;31.03980448;
26;AG;650234;C;650234C;650696;234105;19.03.2019;Weber;WKMIII337_9_8;Dc;DY;Dmt;Dc71;Plateau;663;0.17;0.26;624;Zahnwurz-Buchenwald;Wald;73.92939966;
27;AG;650234;C;650234C;650696;234105;02.04.2019;Weber;WKMIII383_4_46;Dc;DY;Dmt;Dc71;Plateau;663;0.17;0.26;624;Zahnwurz-Buchenwald;Wald;73.92939966;
28;AG;650234;C;650234C;650696;234105;16.04.2019;Weber;WKMIII418_5_19;Dc;DY;Dmt;Dc71;Plateau;663;0.17;0.26;624;Zahnwurz-Buchenwald;Wald;73.92939966;
29;AG;650234;C;650234C;650696;234105;16.04.2019;Weber;WKMIII418_5_20;Dc;F_orUnknown;Dmt;;Plateau;663;0.17;0.26;624;Zahnwurz-Buchenwald;Wald;73.92939966;
30;AG;650234;C;650234C;650696;234105;16.04.2019;Weber;WKMIII418_5_20rep;Dc;Unclear;Dmt;Dc17;Plateau;663;0.17;0.26;624;Zahnwurz-Buchenwald;Wald;73.92939966;
31;AG;652251;B;652251B;652556;251241;06.03.2019;Tesini;WKMIII266_3_33;Dc;DY;Dmt;Dc73;Plateau;361;0.27;0.39;614;Hartholz-Auenwald;Wald;99.19421009;
32;AG;652251;B;652251B;652556;251241;06.03.2019;Tesini;WKMIII266_3_37;Dc;DY;Dmt;Dc74;Plateau;361;0.27;0.39;614;Hartholz-Auenwald;Wald;99.19421009;
33;AG;652251;B;652251B;652556;251241;18.03.2019;Weber;WKMIII334_4_17;Dc;DY;Dmt;Dc75;Plateau;361;0.27;0.39;614;Hartholz-Auenwald;Wald;99.19421009;
34;AG;653246;A;653246A;653120;246168;06.03.2019;Tesini;WKMIII267_8_54;Dc;DY;Dmt;Dc77;Plateau;434;0.07;0.35;623;Waldmeister-Buchenwald;Wald;77.4051699;
35;AG;653246;A;653246A;653120;246168;18.03.2019;Weber;WKMIII331_9_6;Dc;F_orUnknown;Dmt;DcSec39;Plateau;434;0.07;0.35;623;Waldmeister-Buchenwald;Wald;77.4051699;
36;AG;656250;A;656250A;656736;250722;06.03.2019;Tesini;WKMIII268_3_39;Dc;DY;Dmt;Dc78;Plateau;410;0.17;0.60;624;Zahnwurz-Buchenwald;Wald;182.212541;
37;AG;656250;B;656250B;656534;250528;06.03.2019;Tesini;WKMIII269_8_55;Dc;DY;Dmt;DcSec23;Plateau;410;0.17;0.60;622;Hainsimsen-Buchenwald;Wald;198.8209243;
38;AG;656250;B;656250B;656534;250528;18.03.2019;Weber;WKMIII332_4_15;Dc;F_orUnknown;Dmt;DcSec40;Plateau;410;0.17;0.60;622;Hainsimsen-Buchenwald;Wald;198.8209243;
39;AG;656258;A;656258A;656457;258889;24.01.2019;Weber;WKMIII092_5_57;Dc;Unclear;Dmt;;Jura;339;0.14;0.49;62;Buchenwälder;Wald;102.7435859;
40;AG;656258;A;656258A;656457;258889;07.02.2019;Weber;WKMIII135_5_70;Dc;DY;Dmt;Dc79;Jura;339;0.14;0.49;62;Buchenwälder;Wald;102.7435859;
41;AG;656258;A;656258A;656457;258889;04.04.2019;Weber;WKMIII392_4_65;Dc;DY;Dmt;Dc79;Jura;339;0.14;0.49;62;Buchenwälder;Wald;102.7435859;
42;AG;662242;A;662242A;662107;242948;21.02.2019;Weber;WKMIII210_2_58;Dc;DY;Dmt;DcSec25;Plateau;501;0.15;0.19;624;Zahnwurz-Buchenwald;Wald;65.70361013;
43;AG;662242;A;662242A;662107;242948;21.03.2019;Weber;WKMIII345_9_10;Dc;DY;Dmt;DcSec26;Plateau;501;0.15;0.19;624;Zahnwurz-Buchenwald;Wald;65.70361013;
44;AG;662242;A;662242A;662107;242948;04.04.2019;Weber;WKMIII393_9_18;Dc;F_orUnknown;Dmt;DcSec42;Plateau;501;0.15;0.19;624;Zahnwurz-Buchenwald;Wald;65.70361013;
45;AG;641254;B;641254B;641747;254552;01.02.2020;Begert;WKMIV610_17_33;Wmt;F_orUnknown;Wmt;;Jura;758;0.00;0.83;62;Buchenwälder;Wald;553.8948602;
46;AG;641254;C;641254C;641806;254797;01.02.2020;Begert;WKMIV611_12_14;Wc;F_orUnknown;Wmt;Wc17;Jura;758;0.00;0.83;621;Orchideen-Buchenwald;Wald;359.6059325;
47;AG;644234;B;644234B;644049;234773;19.02.2020;Lutz;WKMIV679_15_68;Dc;DY;Dmt;DcSec19;Plateau;640;0.05;0.71;624;Zahnwurz-Buchenwald;Wald;65.73118337;
48;AG;644234;B;644234B;644049;234773;18.03.2020;Lutz;WKMIV770_13_48;Dmt;Unclear;Dmt;;Plateau;640;0.05;0.71;624;Zahnwurz-Buchenwald;Wald;65.73118337;
49;AG;649251;C;649251C;649681;251281;09.03.2020;Tesini;WKMIV767_13_38;Wc;WY;Wmt;Wc55;0;390;0.12;0.31;612;Weichholz-Auenwald;Wald;62.1381368;
50;AG;649251;C;649251C;649681;251281;23.03.2020;Tesini;WKMIV805_14_4;Wc;WY;Wmt;Wc55;0;390;0.12;0.31;612;Weichholz-Auenwald;Wald;62.1381368;
51;AG;650258;A;650258A;650541;258896;10.03.2020;Lutz;WKMIV768_13_42;F1;WY;Dmt;F1_03;Jura;521;0.02;0.72;62;Buchenwälder;Wald;155.5413298;
52;AG;650258;A;650258A;650541;258896;25.03.2020;Lutz;WKMIV808_14_9;F1;WY;Dmt;F1_03;Jura;521;0.02;0.72;62;Buchenwälder;Wald;155.5413298;
53;AG;650258;A;650258A;650541;258896;08.04.2020;Lutz;WKMIV817_14_20;F1;WY;Dmt;F1_03;Jura;521;0.02;0.72;62;Buchenwälder;Wald;155.5413298;
54;AG;650258;B;650258B;650888;258682;29.01.2020;Lutz;WKMIV620_12_22;Dc;DY;Dmt;Dc72;Jura;521;0.02;0.72;621;Orchideen-Buchenwald;Wald;31.41291645;
55;AG;650258;B;650258B;650888;258682;14.02.2020;Lutz;WKMIV676_15_61;Dc;DY;Dmt;Dc72;Jura;521;0.02;0.72;621;Orchideen-Buchenwald;Wald;31.41291645;
56;AG;650258;B;650258B;650888;258682;27.02.2020;Lutz;WKMIV726_16_65;Dc;DY;Dmt;Dc72;Jura;521;0.02;0.72;621;Orchideen-Buchenwald;Wald;31.41291645;
57;AG;650258;B;650258B;650888;258682;10.03.2020;Lutz;WKMIV769_13_46;Dc;DY;Dmt;Dc72;Jura;521;0.02;0.72;621;Orchideen-Buchenwald;Wald;31.41291645;
58;AG;650258;B;650258B;650888;258682;25.03.2020;Lutz;WKMIV809_14_11;Dc;DY;Dmt;Dc72;Jura;521;0.02;0.72;621;Orchideen-Buchenwald;Wald;31.41291645;
59;AG;650258;B;650258B;650888;258682;08.04.2020;Lutz;WKMIV818_14_23;Dc;DY;Dmt;Dc72;Jura;521;0.02;0.72;621;Orchideen-Buchenwald;Wald;31.41291645;
60;AG;653246;A;653246A;653120;246168;26.02.2020;Lutz;WKMIV724_16_58;Dc;DY;Dmt;Dc76;Plateau;434;0.07;0.35;623;Waldmeister-Buchenwald;Wald;77.4051699;
61;AG;662258;A;662258A;662858;258218;04.03.2020;Lutz;WKMIV722_16_55;Dc;DY;Dmt;Dc80;Plateau;539;0.03;0.75;624;Zahnwurz-Buchenwald;Wald;297.9454334;
62;AG;662258;A;662258A;662858;258218;02.04.2020;Lutz;WKMIV811_14_16;Dc;F_orUnknown;Dmt;Dc18;Plateau;539;0.03;0.75;624;Zahnwurz-Buchenwald;Wald;297.9454334;
63;AG;665238;A;665238A;665701;238070;18.02.2020;Lutz;WKMIV677_15_63;Dc;DY;Dmt;Dc81;Plateau;534;0.07;0.26;624;Zahnwurz-Buchenwald;Wald;34.12256322;
64;AG;665238;B;665238B;665538;238074;04.02.2020;Lutz;WKMIV621_12_24;Dc;DY;Dmt;Dc82;Plateau;534;0.07;0.26;62;Buchenwälder;Wald;72.88100772;
65;AG;665238;C;665238C;665133;238519;04.02.2020;Lutz;WKMIV622_12_26;Dc;DY;Dmt;Dc83;Plateau;534;0.07;0.26;624;Zahnwurz-Buchenwald;Wald;24.07816721;
66;BE;575214;C;575214C;575020;214100;12.03.2019;Studer;WKMIII308_3_59;Wc;WY;Wmt;Wc43;Jura;658;0.05;0.74;62;Buchenwälder;Wald;244.9224959;
67;BE;575214;C;575214C;575020;214100;27.03.2019;Studer;WKMIII364a_6_58;Wc;WY;Wmt;Wc43;Jura;658;0.05;0.74;62;Buchenwälder;Wald;244.9224959;
68;BE;578234;C;578234C;578705;234609;16.01.2019;Etienne;WKMIII053_5_45;Wc;WY;Wmt;Wc21;Jura;999;0.02;0.34;624;Zahnwurz-Buchenwald;Wald;134.3195621;
69;BE;584226;A;584226A;584635;226925;27.02.2019;Studer;WKMIII244_3_7;Dc;DY;Dmt;Dc37;Jura;670;0.19;0.45;623;Waldmeister-Buchenwald;Wald;76.17868018;
70;BE;584226;A;584226A;584635;226925;12.03.2019;Studer;WKMIII309_3_63;Dc;Unclear;Dmt;;Jura;670;0.19;0.45;623;Waldmeister-Buchenwald;Wald;76.17868018;
71;BE;584226;A;584226A;584635;226925;27.03.2019;Studer;WKMIII365_4_34;Dc;DY;Dmt;Dc38;Jura;670;0.19;0.45;623;Waldmeister-Buchenwald;Wald;76.17868018;
72;BE;584226;C;584226C;584840;226395;14.02.2019;Studer;WKMIII169_2_22;Dc;DY;Dmt;DcSec10;Jura;670;0.19;0.45;401;Kunstwiese auf Fruchtfolgefläche;;30.94960086;
73;BE;590218;A;590218A;590880;218200;20.03.2019;Trachsel;WKMIII330_9_4;Dc;F_orUnknown;Dmt;DcSec33;Plateau;434;0.09;0.09;614;Hartholz-Auenwald;Wald;57.96310783;
74;BE;593238;A;593238A;593040;238581;24.01.2019;Tschanz;WKMIII094_1_31;Dc;DY;Dmt;DcSec11;Jura;1007;0.02;0.70;624;Zahnwurz-Buchenwald;Wald;1100.911001;
75;BE;605238;C;605238C;605062;238949;24.01.2019;Tschanz;WKMIII096_1_34;Dc;Unclear;Dmt;DcSec44;Jura;969;0.00;0.68;624;Zahnwurz-Buchenwald;Wald;196.733955;
76;BE;605238;C;605238C;605062;238949;21.02.2019;Tschanz;WKMIII189_2_43;Dc;F_orUnknown;Dmt;DcSec34;Jura;969;0.00;0.68;624;Zahnwurz-Buchenwald;Wald;196.733955;
77;BE;608242;A;608242A;608371;242784;24.01.2019;Tschanz;WKMIII097_1_35;Dc;DY;Dmt;DcSec13;Jura;826;0.05;0.60;621;Orchideen-Buchenwald;Wald;39.00372525;
78;BE;608242;A;608242A;608371;242784;06.03.2019;Tschanz;WKMIII272_8_57;Dc;DY;Dmt;Dc43;Jura;826;0.05;0.60;621;Orchideen-Buchenwald;Wald;39.00372525;
79;BE;608242;B;608242B;608867;242890;07.02.2019;Tschanz;WKMIII139_5_74;Dc;DY;Dmt;Dc44;Jura;826;0.05;0.60;641;Pfeifengras-Föhrenwald;Wald;44.48850025;
80;BE;608242;B;608242B;608867;242890;06.03.2019;Tschanz;WKMIII273_8_59;Dc;DY;Dmt;DcSec14;Jura;826;0.05;0.60;641;Pfeifengras-Föhrenwald;Wald;44.48850025;
81;BE;608242;C;608242C;608842;242135;21.02.2019;Tschanz;WKMIII192_2_48;Dc;DY;Dmt;Dc45;Jura;826;0.05;0.60;623;Waldmeister-Buchenwald;Wald;42.25120678;
82;BE;608242;C;608242C;608842;242135;06.03.2019;Tschanz;WKMIII274_8_61;Dc;DY;Dmt;Dc45;Jura;826;0.05;0.60;623;Waldmeister-Buchenwald;Wald;42.25120678;
83;BE;560218;A;560218A;560954;218438;06.02.2020;Etienne;WKMIV624_12_30;Dc;DY;Dmt;Dc23;Jura;904;0.05;0.15;624;Zahnwurz-Buchenwald;Wald;33.88160169;
84;BE;560218;A;560218A;560954;218438;20.02.2020;Etienne;WKMIV681_17_62;Dc;DY;Dmt;Dc23;Jura;904;0.05;0.15;624;Zahnwurz-Buchenwald;Wald;33.88160169;
85;BE;560218;A;560218A;560954;218438;05.03.2020;Etienne;WKMIV718_16_51;Dc;DY;Dmt;Dc23;Jura;904;0.05;0.15;624;Zahnwurz-Buchenwald;Wald;33.88160169;
86;BE;560218;A;560218A;560954;218438;19.03.2020;Etienne;WKMIV757_13_23;Dmt;F_orUnknown;Dmt;;Jura;904;0.05;0.15;624;Zahnwurz-Buchenwald;Wald;33.88160169;
87;BE;569206;B;569206B;569557;206158;31.01.2020;Haussener;WKMIV607_12_6;Wc;F_orUnknown;Wmt;Wc05;Plateau;433;0.04;0.56;639;Robinienwald;Wald;115.2907791;
88;BE;569222;A;569222A;569551;222890;06.02.2020;Etienne;WKMIV625_12_32;Wmt;Unclear;Wmt;;Jura;990;0.02;0.67;624;Zahnwurz-Buchenwald;Wald;64.73091944;
89;BE;569222;B;569222B;569254;222618;23.01.2020;Etienne;WKMIV578_11_15;Wc;WY;Wmt;Wc40;Jura;990;0.02;0.67;624;Zahnwurz-Buchenwald;Wald;133.5628713;
90;BE;578226;C;578226C;578936;226346;20.02.2020;Etienne;WKMIV683_15_75;Wc;WY;Wmt;Wc44;Jura;724;0.04;0.19;623;Waldmeister-Buchenwald;Wald;36.01438547;
91;BE;578226;C;578226C;578936;226346;05.03.2020;Etienne;WKMIV721_16_52;Wmt;Unclear;Wmt;;Jura;724;0.04;0.19;623;Waldmeister-Buchenwald;Wald;36.01438547;
92;BE;584202;C;584202C;584911;202815;13.02.2020;Schmid;WKMIV635_12_41;Dc;DY;Dmt;Dc36;Plateau;520;0.12;0.28;62;Buchenwälder;Wald;60.96871325;
93;BE;584234;B;584234B;584392;234670;30.01.2020;Tschanz;WKMIV591_11_48;Wc;Unclear;Wmt;Wc21;Jura;1156;0.00;0.52;624;Zahnwurz-Buchenwald;Wald;63.34834558;
94;BE;584234;C;584234C;584725;234935;25.03.2020;Tschanz;WKMIV776_13_60;Wc;WY;Wmt;Wc21;Jura;1156;0.00;0.52;625;Tannen-Buchenwald;Wald;148.5468516;
95;BE;596234;A;596234A;596092;234928;24.03.2020;Tschanz;WKMIV773_13_52;Dc;DY;Dmt;Dc40;Jura;1032;0.00;0.82;623;Waldmeister-Buchenwald;Wald;155.283223;
96;BE;596234;B;596234B;596886;234986;28.01.2020;Tschanz;WKMIV588_11_37;Wc;WY;Wmt;Wc48;Jura;1032;0.00;0.82;623;Waldmeister-Buchenwald;Wald;81.73946409;
97;BE;599222;B;599222B;599772;222499;02.04.2020;De Monaco;WKMIV834_14_39;Wmt;Unclear;Wmt;;Plateau;546;0.05;0.75;624;Zahnwurz-Buchenwald;Wald;170.8802345;
98;BE;599222;C;599222C;599474;222163;02.04.2020;De Monaco;WKMIV835_14_44;Wc;F_orUnknown;Wmt;Wc11;Plateau;546;0.05;0.75;62;Buchenwälder;Wald;528.0756643;
99;BE;599238;A;599238A;599297;238778;28.01.2020;Tschanz;WKMIV589_11_39;Dc;DY;Dmt;Dc42;Jura;1083;0.00;0.82;661;Tannen-Fichtenwald;Wald;866.180418;
100;BE;599238;A;599238A;599297;238778;25.02.2020;Tschanz;WKMIV700_16_31;Dmt;F_orUnknown;Dmt;;Jura;1083;0.00;0.82;661;Tannen-Fichtenwald;Wald;866.180418;
101;BE;599238;C;599238C;599713;238637;24.03.2020;Tschanz;WKMIV774_13_54;Wc;F_orUnknown;Wmt;Wc12;Jura;1083;0.00;0.82;624;Zahnwurz-Buchenwald;Wald;719.4120348;
102;BE;605190;A;605190A;605724;190247;03.02.2020;Catocchia;WKMIV623_17_38;Dmt;Unclear;Dmt;;Plateau;687;0.03;0.61;624;Zahnwurz-Buchenwald;Wald;100.1665307;
103;BE;617182;B;617182B;617249;182096;03.01.2020;Schï¿½rmann;WKMIV538_10_53;Dc;DY;Dmt;Dc48;Prealps;796;0.08;0.08;624;Zahnwurz-Buchenwald;Wald;18.56476342;
104;BE;617182;B;617182B;617249;182096;14.01.2020;Glaus;WKMIV543_10_60;Dc;DY;Dmt;;Prealps;796;0.08;0.08;624;Zahnwurz-Buchenwald;Wald;18.56476342;
105;BE;617182;B;617182B;617249;182096;24.01.2020;Glaus;WKMIV575_11_13;Dc;DY;Dmt;Dc48;Prealps;796;0.08;0.08;624;Zahnwurz-Buchenwald;Wald;18.56476342;
106;BE;620186;A;620186A;620912;186431;03.01.2020;Schï¿½rmann;WKMIV539_10_55;Dc;F_orUnknown;Dmt;DcSec36;Prealps;1010;0.15;0.12;624;Zahnwurz-Buchenwald;Wald;25.76587266;
107;BE;620186;B;620186B;620928;186743;24.01.2020;Glaus;WKMIV576_11_14;Dc;DY;Dmt;DcSec16;Prealps;1010;0.15;0.12;624;Zahnwurz-Buchenwald;Wald;11.52106201;
108;BE;626218;B;626218B;626507;218972;31.12.2019;Schwarzenbach;WKMIV689_16_6;Dc;DY;Dmt;Dc50;Plateau;704;0.08;0.21;623;Waldmeister-Buchenwald;Wald;55.09296498;
109;BE;626218;B;626218B;626507;218972;12.02.2020;Schwarzenbach;WKMIV695_16_17;Dc;DY;Dmt;Dc51;Plateau;704;0.08;0.21;623;Waldmeister-Buchenwald;Wald;55.09296498;
110;BE;626218;B;626218B;626507;218972;25.02.2020;Schwarzenbach;WKMIV697_16_24;Dmt;Unclear;Dmt;;Plateau;704;0.08;0.21;623;Waldmeister-Buchenwald;Wald;55.09296498;
111;BE;626218;C;626218C;626783;218400;14.01.2020;Schwarzenbach;WKMIV693_16_11;Dc;DY;Dmt;Dc52;Plateau;704;0.08;0.21;624;Zahnwurz-Buchenwald;Wald;10.10000341;
112;BE;626218;C;626218C;626783;218400;14.01.2020;Schwarzenbach;WKMIV693_16_12;Dc;DY;Dmt;Dc53;Plateau;704;0.08;0.21;624;Zahnwurz-Buchenwald;Wald;10.10000341;
113;BE;626218;C;626218C;626783;218400;27.01.2020;Schwarzenbach;WKMIV694_16_14;Dc;DY;Dmt;Dc53;Plateau;704;0.08;0.21;624;Zahnwurz-Buchenwald;Wald;10.10000341;
114;BE;626218;C;626218C;626783;218400;12.02.2020;Schwarzenbach;WKMIV696_16_22;Dc;DY;Dmt;Dc54;Plateau;704;0.08;0.21;624;Zahnwurz-Buchenwald;Wald;10.10000341;
115;BL;602250;A;602250A;602727;250144;12.01.2019;Jermann;WKMIII054_7_46;Dmt;F_orUnknown;Dmt;;Jura;535;0.05;0.92;621;Orchideen-Buchenwald;Wald;109.2588592;
116;BL;602250;A;602250A;602727;250144;26.01.2019;Jermann;WKMIII110_1_45;Wc;F_orUnknown;Wmt;Wc13;Jura;535;0.05;0.92;621;Orchideen-Buchenwald;Wald;109.2588592;
117;BL;602250;A;602250A;602727;250144;09.02.2019;Jermann;WKMIII141_8_6;Wc;F_orUnknown;Dmt;Wc58;Jura;535;0.05;0.92;621;Orchideen-Buchenwald;Wald;109.2588592;
118;BL;602250;A;602250A;602727;250144;09.03.2019;Jermann;WKMIII310_6_32;Wc;Unclear;Dmt;Wc58;Jura;535;0.05;0.92;621;Orchideen-Buchenwald;Wald;109.2588592;
119;BL;602250;B;602250B;602413;250073;22.02.2019;Jermann;WKMIII226_2_72;Wc;WY;Wmt;Wc50;Jura;535;0.05;0.92;621;Orchideen-Buchenwald;Wald;48.42917822;
120;BL;602250;C;602250C;602569;250573;12.01.2019;Jermann;WKMIII055_7_50;Wc;F_orUnknown;Dmt;Wc58;Jura;535;0.05;0.92;621;Orchideen-Buchenwald;Wald;506.1776567;
121;BL;602250;C;602250C;602569;250573;26.01.2019;Jermann;WKMIII111_5_63;Wc;WY;Dmt;Wc63;Jura;535;0.05;0.92;621;Orchideen-Buchenwald;Wald;506.1776567;
122;BL;602250;C;602250C;602569;250573;22.02.2019;Jermann;WKMIII227_8_39;Wc;F_orUnknown;Wmt;Wc13;Jura;535;0.05;0.92;621;Orchideen-Buchenwald;Wald;506.1776567;
123;BL;602250;C;602250C;602569;250573;09.03.2019;Jermann;WKMIII312_3_68;Wc;F_orUnknown;Wmt;Wc13;Jura;535;0.05;0.92;621;Orchideen-Buchenwald;Wald;506.1776567;
124;BL;617262;A;617262A;617450;262690;26.01.2019;Zimmermann;WKMIII101_7_72;Wc;WY;Wmt;Wc52;Plateau;408;0.02;0.73;623;Waldmeister-Buchenwald;Wald;120.5944447;
125;BL;626258;A;626258A;626810;258725;26.01.2019;Zimmermann;WKMIII102_5_59;Dc;DY;Dmt;Dc55;Jura;471;0.12;0.64;621;Orchideen-Buchenwald;Wald;100.8748336;
126;BL;626258;B;626258B;626165;258350;26.01.2019;Zimmermann;WKMIII103_5_61;Dc;F_orUnknown;Dmt;Dc12;Jura;471;0.12;0.64;621;Orchideen-Buchenwald;Wald;67.33401008;
127;BL;626258;B;626258B;626165;258350;22.02.2019;Zimmermann;WKMIII232_2_77;Dc;DY;Dmt;Dc56;Jura;471;0.12;0.64;621;Orchideen-Buchenwald;Wald;67.33401008;
128;BL;626258;B;626258B;626165;258350;09.03.2019;Zimmermann;WKMIII289_3_45;Dc;DY;Dmt;Dc56;Jura;471;0.12;0.64;621;Orchideen-Buchenwald;Wald;67.33401008;
129;BL;626258;C;626258C;626180;258835;22.02.2019;Zimmermann;WKMIII233_2_78;Dc;DY;Dmt;Dc57;Jura;471;0.12;0.64;62;Buchenwälder;Wald;549.3789604;
130;BL;626258;C;626258C;626180;258835;09.03.2019;Zimmermann;WKMIII290_3_46;Dc;DY;Dmt;Dc56;Jura;471;0.12;0.64;62;Buchenwälder;Wald;549.3789604;
131;BL;629246;C;629246C;629890;246400;22.02.2019;Zimmermann;WKMIII230_2_76;Dc;DY;Dmt;Dc58;Jura;837;0.02;0.48;623;Waldmeister-Buchenwald;Wald;46.73833169;
132;BL;632250;A;632250A;632800;250340;09.03.2019;Zimmermann;WKMIII293_6_28;Dmt;F_orUnknown;Dmt;;Jura;773;0.03;0.55;624;Zahnwurz-Buchenwald;Wald;86.53383359;
133;BL;605254;A;605254A;605750;254700;18.01.2020;Jermann;WKMIV873_17_13;Wc;F_orUnknown;Wmt;Wc66;Jura;477;0.02;0.93;621;Orchideen-Buchenwald;Wald;398.558627;
134;BL;605262;B;605262B;605250;262700;03.02.2020;Jermann;WKMIV876_17_20;BxD;DY;Dmt;BxD02;Plateau;372;0.16;0.22;621;Orchideen-Buchenwald;Wald;63.12049936;
135;BL;623254;B;623254B;623630;254446;21.01.2020;Zimmermann;WKMIV573_11_12;Dc;DY;Dmt;;Jura;473;0.02;0.51;623;Waldmeister-Buchenwald;Wald;157.5995225;
136;FR;566170;A;566170A;566151;170909;24.12.2018;Pellissier;WKMIII107_1_39;Dc;F_orUnknown;Dmt;Dc03;Plateau;957;0.03;0.38;623;Waldmeister-Buchenwald;Wald;38.94898051;
